"","Participant","Survey","Platform","File_date","Thirty_plus","Incomplete","Do_not_know","Correlation","Exclude","RPS_ID","Prolific_ID","Gender","Gender_Self_Describe","Age","Ed_years","Uni_years","Ed_years_calc","English_first","English_fluent"
"1","R_yJeTIFMBx17wa8V","List 1","Mturk","17-Jan-20",FALSE,0,0.154347826086957,0.833457798321364,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","R_3GDsYXj5PNaY1Om","List 1","Mturk","17-Jan-20",FALSE,0,0.0108695652173913,0.0280980208598768,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","R_bCNorYoOXy9lcZ3","List 1","Mturk","17-Jan-20",FALSE,0,0.00217391304347826,-0.165142834209855,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","R_sz2JGrx2SKNWSeB","List 1","Mturk","17-Jan-20",FALSE,0,0.193478260869565,0.0131341901235443,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","R_1CHj4fb51PJrCTm","List 1","Mturk","17-Jan-20",FALSE,0,0.326086956521739,0.388132876766453,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","R_1lAC0Ai1DC8zHCA","List 1","Mturk","17-Jan-20",FALSE,0,0.165217391304348,0.917501468692341,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","R_3HojzBj4uHPsj5Y","List 1","Mturk","17-Jan-20",FALSE,0,0.0717391304347826,0.298310999997761,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","R_1QLVdNDlvwk0aaa","List 1","Mturk","17-Jan-20",FALSE,0,0.00217391304347826,0.00517737334941258,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","R_DofBcDgZGM8svGp","List 1","Mturk","17-Jan-20",FALSE,0,0.230434782608696,-0.168452127207815,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","R_cSnnBHrsxvAyQx3","List 1","Mturk","17-Jan-20",FALSE,0,0.165217391304348,0.714980648145717,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11","R_2TmZ1wIuwKYT4ta","List 1","Mturk","17-Jan-20",FALSE,0,0.117391304347826,0.0706208041264664,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","R_3EzPlZdLEFciq8d","List 1","Mturk","17-Jan-20",FALSE,0,0.0565217391304348,0.833159015973595,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","R_2cckF2LEwqOyTjH","List 1","Mturk","17-Jan-20",FALSE,0,0.289130434782609,0.85606047973343,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","R_3EGsdj5nRrwzIOH","List 1","Mturk","17-Jan-20",FALSE,0,0.160869565217391,-0.0378893896367442,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","R_1jwEHoOgWp3ZBS8","List 1","Mturk","17-Jan-20",FALSE,0,0.0978260869565217,0.811562808114649,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","R_pgZZYYLRaqIkKbv","List 1","Mturk","17-Jan-20",FALSE,0,0.0217391304347826,0.843763403010858,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","R_20MdxgPjovqrAVT","List 1","Mturk","17-Jan-20",FALSE,0,0.0760869565217391,0.580352083494718,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","R_2rVmzIRNcx5vNUq","List 1","Mturk","17-Jan-20",FALSE,0,0.0717391304347826,0.381613613320542,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","R_1gMcgo4k2vw6m9w","List 1","Mturk","17-Jan-20",FALSE,0,0.226086956521739,0.745240364486382,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","R_54NTBDqbM8y7zTr","List 1","Mturk","17-Jan-20",FALSE,0,0.0108695652173913,-0.0166909781674403,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","R_1ILrpaTs9JxoqiU","List 1","Mturk","17-Jan-20",FALSE,0,0.36304347826087,0.757908057553725,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","R_238jof6g3FElE2T","List 1","Mturk","17-Jan-20",FALSE,0,0.00869565217391304,0.226411542065473,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","R_WwldHl5bpWesNJT","List 1","Mturk","17-Jan-20",FALSE,0,0.0652173913043478,0.0530625170270105,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","R_5cZscBFfd4I1px7","List 1","Mturk","17-Jan-20",FALSE,0,0.197826086956522,0.736589867561994,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","R_siqg3o2MszVIDcd","List 1","Mturk","17-Jan-20",FALSE,0,0.152173913043478,0.607177104376688,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","R_RwRyqwcU2SZX1M5","List 1","Mturk","17-Jan-20",FALSE,0,0,0.0287726158270632,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","R_6x9gm9UJQ8S3lhD","List 1","Mturk","17-Jan-20",FALSE,0,0.0217391304347826,-0.152708415311148,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","R_2dvedY1mqBkntew","List 1","Mturk","17-Jan-20",FALSE,0,0,0.197964508188753,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","R_BEqTprT6vCBxcEV","List 1","Mturk","17-Jan-20",FALSE,0,0.0804347826086956,-0.28985394533181,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","R_2QEWFFYGADQ78JO","List 1","Mturk","17-Jan-20",FALSE,0,0.265217391304348,-0.0907303600393676,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","R_2PsUknhljuApQSx","List 1","Mturk","17-Jan-20",FALSE,0,0,0.090931726708643,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","R_31odGSpqsa91QCJ","List 1","Mturk","17-Jan-20",TRUE,0.934782608695652,0.0108695652173913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","R_3khWdx7c15pwn31","List 1","Mturk","17-Jan-20",TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","R_2mFp3awf8A75JXr","List 1","Mturk","17-Jan-20",TRUE,0.804347826086957,0.0391304347826087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","R_qW8z5RJC74XsmB3","List 1","Mturk","17-Jan-20",TRUE,0.869565217391304,0.0282608695652174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","R_1EhTF9buOIFkOLc","List 1","Mturk","17-Jan-20",TRUE,0.347826086956522,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","R_3iX7HVMVvMUMDGu","List 1","Mturk","17-Jan-20",TRUE,0.152173913043478,0.091304347826087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","R_SIPET6v0SBUYGtP","List 1","Mturk","17-Jan-20",TRUE,0.934782608695652,0.00217391304347826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","R_3MznXiT79V5CjZH","List 1","Mturk","17-Jan-20",FALSE,0,0.00217391304347826,0.205029373799856,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","R_qKF1zHDCnkuUZW1","List 1","Mturk","17-Jan-20",FALSE,0,0.160869565217391,-0.213046699906394,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","R_3IXzURTsjtFtlci","List 1","Mturk","17-Jan-20",FALSE,0,0.223913043478261,0.493333453577297,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","R_2aJ0kckshhgbVli","List 1","Mturk","17-Jan-20",FALSE,0,0.0717391304347826,0.0537475629488724,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","R_3JE1hHfe1lCpMjV","List 1","Mturk","17-Jan-20",FALSE,0,0.130434782608696,0.190318791343387,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","R_3D6bZxedQXmdXDs","List 1","Mturk","17-Jan-20",FALSE,0,0,-0.0907056140827954,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","R_6zCYOLLHdh2Xp0l","List 1","Mturk","17-Jan-20",FALSE,0,0.0152173913043478,-0.252806062267557,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","R_5vWDn6eKYriuFsB","List 1","Mturk","17-Jan-20",FALSE,0,0,-0.0773837395980607,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","R_r0UATXRKtcj0Iw1","List 1","Mturk","17-Jan-20",FALSE,0,0.0173913043478261,0.0306990897059679,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","R_RDYoUAicEFS0lfH","List 1","Mturk","17-Jan-20",FALSE,0,0.102173913043478,0.16592067259388,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","R_28RLUvcJ7QevQVa","List 1","Mturk","17-Jan-20",FALSE,0,0.132608695652174,0.00601980679017786,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","R_2ONNPp9KMwr67sl","List 1","Mturk","17-Jan-20",FALSE,0,0.00869565217391304,0.416786997354924,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","R_3J9OvgRzfUGIAb9","List 1","Mturk","17-Jan-20",FALSE,0,0.106521739130435,0.733225046739521,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","R_8q3JUPe5Q2hQPN7","List 1","Mturk","17-Jan-20",FALSE,0,0.110869565217391,-0.365734338856144,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","R_33w21H2nvshkufe","List 1","Mturk","17-Jan-20",FALSE,0,0.126086956521739,0.74176025602205,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","R_2OZ2m0RfSAFTIHE","List 1","Mturk","17-Jan-20",FALSE,0,0.00869565217391304,-0.251058480438273,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","R_1jlx2thqklEJNQg","List 1","Mturk","17-Jan-20",FALSE,0,0,-0.464779146620174,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","R_3PLFN1neMqKzuno","List 1","Mturk","17-Jan-20",FALSE,0,0.041304347826087,-0.0797440052893449,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","R_1QARjNzG74PZQX0","List 1","Mturk","17-Jan-20",FALSE,0,0.343478260869565,-0.26864647661818,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","R_a3IswcQilKpvy37","List 1","Mturk","17-Jan-20",FALSE,0,0.00217391304347826,0.104926202524939,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","R_BzdWpRMgMBknEfT","List 1","Mturk","17-Jan-20",FALSE,0,0.156521739130435,0.472554011518979,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","R_3NzfnGs01W1oSBx","List 1","Mturk","17-Jan-20",FALSE,0,0.645652173913044,0.551293771876116,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","R_UceVthBbwvc0EP7","List 1","Mturk","17-Jan-20",FALSE,0,0,-0.148334513651057,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","R_3qeNkFfMy8RrzhF","List 1","Mturk","17-Jan-20",FALSE,0,0.0326086956521739,0.753554897917937,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","R_3ELOKLRteaR6d2a","List 1","Mturk","17-Jan-20",FALSE,0,0.117391304347826,-0.1084302155745,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","R_2wbCU9H6JVMH5bJ","List 1","Mturk","17-Jan-20",FALSE,0,0.0347826086956522,0.788984453751345,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","R_2bV31F1Uj2xjkqL","List 1","Mturk","17-Jan-20",FALSE,0,0.0869565217391304,0.700440238027451,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","R_3RyKJjRrUiOAH34","List 1","Mturk","17-Jan-20",FALSE,0,0.241304347826087,0.467811101333115,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","R_x96eSynxNKWhXGN","List 1","Mturk","17-Jan-20",FALSE,0,0.189130434782609,0.771626776207138,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","R_23fvtMJ6YXOy4Xk","List 1","Mturk","17-Jan-20",FALSE,0,0.243478260869565,-0.253850398205587,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","R_6Wi2npP0o2Xd09H","List 1","Mturk","17-Jan-20",FALSE,0,0.00869565217391304,-0.426424349226602,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","R_6omQDE1OuRW3riN","List 1","Mturk","17-Jan-20",FALSE,0,0.182608695652174,0.778248481020494,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","R_qCxSdgKzEVHxuAF","List 1","Mturk","17-Jan-20",FALSE,0,0.041304347826087,0.789521312688813,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","R_8erz9wY5UtK6BKp","List 1","Mturk","17-Jan-20",FALSE,0,0.0565217391304348,0.336562208044973,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","R_Aj5OS6mIWG3woaB","List 1","Mturk","17-Jan-20",FALSE,0,0,0.17520929972487,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","R_2uqQbTujWpE1vm6","List 1","Mturk","17-Jan-20",FALSE,0,0.341304347826087,0.778171008540794,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","R_2Cq68i3fCTCzpqm","List 1","Mturk","17-Jan-20",FALSE,0,0.128260869565217,0.725658406904339,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","R_1PTcOqhNuIc7rPu","List 1","Mturk","17-Jan-20",FALSE,0,0.143478260869565,0.825064561099221,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","R_2EytRu6KDJuTmMg","List 1","Mturk","17-Jan-20",FALSE,0,0.184782608695652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","R_82hGb7Gpwbr0a5P","List 1","Mturk","17-Jan-20",FALSE,0,0,0.0974509417794542,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","R_3I5fCkfSgtbBG4H","List 1","Mturk","17-Jan-20",FALSE,0,0.0434782608695652,0.822948810222164,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","R_2VPXKPoVYjcqHXV","List 1","Mturk","17-Jan-20",TRUE,0,0.654347826086957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","R_1zGgcqw0t2pTG3D","List 1","Mturk","17-Jan-20",FALSE,0,0.0304347826086957,0.790039267132203,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","R_1GVpRhhqsqYqTzw","List 1","Mturk","17-Jan-20",FALSE,0,0.193478260869565,0.637267543694976,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","R_3Q90nhhsEJILWjT","List 1","Mturk","17-Jan-20",FALSE,0,0.0804347826086956,0.620260405206571,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","R_1hYBCanVbilgGfS","List 1","Mturk","17-Jan-20",FALSE,0,0.0630434782608696,0.919997698340202,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","R_2YalbS27yrf2qz6","List 1","Mturk","17-Jan-20",FALSE,0,0.00652173913043478,0.648589988845418,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","R_249Efi7FHFa7FWF","List 1","Mturk","17-Jan-20",FALSE,0,0.115217391304348,0.863204635030336,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","R_ZxVHZJpccqG4yn7","List 1","Mturk","17-Jan-20",FALSE,0,0.193478260869565,0.607100181311323,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","R_3KIVP0eqIz0pDF6","List 1","Mturk","17-Jan-20",FALSE,0,0.0369565217391304,0.757389631358454,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","R_2S8eKkEIBOSjolP","List 1","Mturk","17-Jan-20",FALSE,0,0.171739130434783,-0.093178709155521,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","R_3qkBQRIwPlG3a7o","List 1","Mturk","17-Jan-20",FALSE,0,0.0239130434782609,0.58050488941372,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","R_3L5UhJ4kCOsoXy9","List 1","Mturk","17-Jan-20",FALSE,0,0.0717391304347826,0.888363620133044,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","R_2XdFlBe6KedkrHe","List 1","Mturk","17-Jan-20",FALSE,0,0.210869565217391,0.762236828832983,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","R_2cobb9zaaEUXQYq","List 1","Mturk","17-Jan-20",FALSE,0,0.0478260869565217,-0.172353906637661,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","R_1JROH2Y8zYsggAy","List 1","Mturk","17-Jan-20",FALSE,0,0.204347826086957,0.828426299883006,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","R_3sczAsBmcBVvPlr","List 1","Mturk","17-Jan-20",FALSE,0,0.180434782608696,0.687764139664,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","R_2aDgKqTha4bIkKR","List 1","Mturk","17-Jan-20",FALSE,0,0.0652173913043478,0.732177589201976,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","R_290QL4RWHTohrwy","List 1","Mturk","17-Jan-20",FALSE,0,0.00217391304347826,0.0556055161988437,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","R_3hyAVu3so1wi1FT","List 1","Mturk","17-Jan-20",FALSE,0,0.0978260869565217,0.643939939853685,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","R_yBXYGhTH76xfxAd","List 1","Mturk","17-Jan-20",FALSE,0,0,0.199229987373601,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","R_2fevZ6cfHukkvst","List 1","Mturk","17-Jan-20",FALSE,0,0.184782608695652,0.762147990628798,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","R_yjXehkuiuKKXPjP","List 1","Mturk","17-Jan-20",FALSE,0,0.234782608695652,0.0587965451050395,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","R_WD9iZqkUeGl7lvP","List 1","Mturk","17-Jan-20",FALSE,0,0,-0.0514285982378913,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","R_1DD7Ee7WiXt3BLT","List 1","Mturk","17-Jan-20",FALSE,0,0.0260869565217391,0.72748079924695,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","R_1jk1sd4CGIH7tAn","List 1","Mturk","17-Jan-20",FALSE,0,0.221739130434783,0.800387884812564,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","R_29bkHlDQIhKovTm","List 1","Mturk","17-Jan-20",FALSE,0,0.0608695652173913,0.704053715295902,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","R_3ltrZhamhRjFfiU","List 1","Mturk","17-Jan-20",FALSE,0,0,-0.183078564207906,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","R_1OIeCsX1ptse0Wm","List 1","Mturk","17-Jan-20",FALSE,0,0.00217391304347826,0.763166789951599,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","R_DUdRdppb0q7YhdD","List 1","Mturk","17-Jan-20",FALSE,0,0.256521739130435,0.711018928136341,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","R_3m984j2YfAcVZON","List 1","Mturk","17-Jan-20",FALSE,0,0.00869565217391304,0.34795581882189,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","R_1LG3gKLtjbRRGcm","List 1","Mturk","17-Jan-20",FALSE,0,0.0326086956521739,0.375673372335059,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","R_TcR8dHIGuKvRNDz","List 1","Mturk","17-Jan-20",FALSE,0,0.0891304347826087,0.124721193493638,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","R_3Rw3WjNqtW8O5iO","List 1","Mturk","17-Jan-20",FALSE,0,0.00652173913043478,0.232300403219924,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","R_3IRcEGjSBcQ4eyk","List 1","Mturk","17-Jan-20",FALSE,0,0.36304347826087,-0.461569676872513,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","R_1QtFNxKgY0TA0b3","List 1","Mturk","17-Jan-20",FALSE,0,0.0739130434782609,0.786696589739122,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","R_1IpmHChpLNkzir4","List 1","Mturk","17-Jan-20",TRUE,0,0.00869565217391304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","R_3lWEzuacJO4mCZM","List 1","Mturk","17-Jan-20",FALSE,0,0,0.0913870379637835,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","R_1Ii5BZYuGic9bFX","List 1","Mturk","17-Jan-20",FALSE,0,0.0717391304347826,0.201146075028647,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","R_27a5e9qBV8qTEP0","List 1","Mturk","17-Jan-20",FALSE,0,0.0304347826086957,0.851340059980619,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","R_7QgJc2EP5JjdwRz","List 1","Mturk","17-Jan-20",FALSE,0,0.11304347826087,0.640803274750264,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","R_WflONlJOKMoaaqZ","List 1","Mturk","17-Jan-20",FALSE,0,0.167391304347826,0.849543427712359,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","R_2Swv83OjLzS5dnD","List 1","Mturk","17-Jan-20",FALSE,0,0.0152173913043478,0.684270781211596,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","R_25NoYh6K9ToffdH","List 1","Mturk","17-Jan-20",FALSE,0,0.00434782608695652,0.477691923090533,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","R_A4EsA8eH74b1n2x","List 1","Mturk","17-Jan-20",FALSE,0,0.16304347826087,0.563820792252558,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","R_2BwIe0qw47ECUqD","List 1","Mturk","17-Jan-20",FALSE,0,0.260869565217391,0.859714218943323,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","R_29og31pLbAE5Trs","List 1","Mturk","17-Jan-20",FALSE,0,0,0.607854409897097,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","R_12FtzNv4XXe15Ci","List 1","Mturk","17-Jan-20",FALSE,0,0.0521739130434783,0.733286149392983,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","R_cSYQ47swWz0u6xr","List 1","Mturk","17-Jan-20",FALSE,0,0.119565217391304,0.728279127679647,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","R_2f7BYVh90RVgVeV","List 1","Mturk","17-Jan-20",FALSE,0,0.104347826086957,0.118368282463771,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","R_xAD8UYM0Kq8i6tj","List 1","Mturk","17-Jan-20",FALSE,0,0.147826086956522,-0.366237980258457,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","R_vOxgiRhpDKXJLVf","List 1","Mturk","17-Jan-20",FALSE,0,0.0804347826086956,0.467715925409877,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","R_22WEeL9NEsgu2Ec","List 1","Mturk","17-Jan-20",FALSE,0,0.45,0.520926506264296,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","R_3elgMF6nVGimCah","List 1","Mturk","17-Jan-20",FALSE,0,0.189130434782609,0.83263927779784,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","R_3p2VnisfrzH6xbZ","List 1","Mturk","17-Jan-20",FALSE,0,0,-0.266868092336212,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","R_ZvOCPr7NgzU2TNn","List 1","Mturk","17-Jan-20",FALSE,0,0.243478260869565,0.791681589267729,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","R_2pVSP9DLEhsAvMr","List 1","Mturk","17-Jan-20",FALSE,0,0.041304347826087,0.826380871242399,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","R_1DGzlGzwuBQklM5","List 1","Mturk","17-Jan-20",FALSE,0,0.0239130434782609,0.816912792223831,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","R_2eWqNkoM6ldr1Nq","List 1","Mturk","17-Jan-20",FALSE,0,0.00434782608695652,0.372833924372877,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","R_2Epe0CZq6cDpRGb","List 1","Mturk","17-Jan-20",TRUE,0,0.452173913043478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","R_3dP0og2hNPiZXwt","List 1","Mturk","17-Jan-20",FALSE,0,0.121739130434783,0.712057819248461,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","R_2BqUBygjrBggvVU","List 1","Mturk","17-Jan-20",FALSE,0,0.0978260869565217,-0.171855854334393,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","R_2rT17XBIOnppkNt","List 1","Mturk","17-Jan-20",FALSE,0,0.0956521739130435,0.690224137398733,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","R_3fx7tVJRtwUVoNd","List 1","Mturk","17-Jan-20",FALSE,0,0.00217391304347826,0.213312679528951,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","R_1K8sItJmEFYj2Rn","List 1","Mturk","17-Jan-20",FALSE,0,0.0434782608695652,-0.444798159685286,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","R_3HnbdSl322TL5gv","List 1","Mturk","17-Jan-20",FALSE,0,0.0260869565217391,0.838698758942574,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","R_1gFljGlf5BZ8cCz","List 1","Mturk","17-Jan-20",FALSE,0,0.0673913043478261,0.38921350145339,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","R_qEnLL7ZarrcoiMp","List 1","Mturk","17-Jan-20",FALSE,0,0.00434782608695652,0.221257119301606,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
