"","Participant","Survey","Platform","File_date","Thirty_plus","Incomplete","Do_not_know","Correlation","Exclude","RPS_ID","Prolific_ID","Gender","Gender_Self_Describe","Age","Ed_years","Uni_years","Ed_years_calc","English_first","English_fluent"
"780","R_1H1eYDch7yrTpOG","List 3","RPS","06-Apr-20",FALSE,0.00452488687782805,0.0995475113122172,0.382119410310908,FALSE,33851,NA,"Female",NA,"18",NA,"1","13","Yes","Completely fluent"
"781","R_2S9pOLzUPOTrfyr","List 3","RPS","06-Apr-20",FALSE,0.00226244343891403,0,-0.0509379167147129,TRUE,34491,NA,"Female",NA,"19",NA,"1","13","Yes","Completely fluent"
"782","R_24eFHAy9XVzki2u","List 3","RPS","06-Apr-20",FALSE,0,0.271232876712329,0.769789927744929,FALSE,33574,NA,"Female",NA,"18",NA,"1","13","No","Completely fluent"
"783","R_tQUuiQMiSXMsAnf","List 3","RPS","06-Apr-20",FALSE,0.00226244343891403,0.194570135746606,0.728817220298198,FALSE,28546,NA,"Female",NA,"28",NA,"3","15","No","Completely fluent"
"784","R_3HRKGNdhHHAZEFL","List 3","RPS","06-Apr-20",TRUE,0,0.515837104072398,NA,NA,33404,NA,"Female",NA,"19",NA,"1","13","Yes","Completely fluent"
"785","R_PIh903aupQYqCBP","List 3","RPS","06-Apr-20",FALSE,0,0.258503401360544,0.580493994337067,FALSE,34929,NA,"Female",NA,"18",NA,"1","13","No","Completely fluent"
"786","R_D953foWy4WJoRjP","List 3","RPS","06-Apr-20",FALSE,0,0.0997732426303855,0.753582102004173,FALSE,31693,NA,"Male",NA,"20",NA,"2","14","Yes","Completely fluent"
"787","R_3ETiq4rBkJfM1N5","List 3","RPS","06-Apr-20",FALSE,0,0.0723981900452489,0.751290419376807,FALSE,33981,NA,"Female",NA,"19",NA,"1","13","No","Very fluent"
"788","R_XnrgskV69xrwjKN","List 3","RPS","06-Apr-20",FALSE,0,0.167420814479638,0.914348360209988,FALSE,31738,NA,"Female",NA,"23",NA,"6","18","Yes","Completely fluent"
"789","R_1NCaMwnEXZKikMp","List 3","RPS","06-Apr-20",FALSE,0,0.0429864253393665,-0.0352240498148734,TRUE,33806,NA,"Female",NA,"20",NA,"2","14","No","Somewhat fluent"
"790","R_2wLBLs0R1Y4YEGl","List 3","RPS","06-Apr-20",FALSE,0,0.231292517006803,0.877659834808979,FALSE,34197,NA,"Male",NA,"39",NA,"5","17","Yes","Completely fluent"
"791","R_2WNpx3lE48pfcmv","List 3","RPS","22-Apr-20",FALSE,0.00226757369614512,0.111111111111111,0.527435762354031,FALSE,34390,NA,"Female",NA,"18",NA,"1","13","Yes","Completely fluent"
"792","R_x9m1jpQodUoTddf","List 3","RPS","22-Apr-20",FALSE,0.00680272108843537,0.235827664399093,0.604758737120837,FALSE,34795,NA,"#N/A",NA,"#N/A",NA,"#N/A","#N/A","#N/A","#N/A"
"793","R_3PbE2p8AlN2QlUq","List 3","Prolific","02-Jun-20",FALSE,0,0.210045662100457,0.446691289941579,FALSE,NA,"5e7d289837e7243b3b4c281d","Male",-99,"23",17,NA,NA,NA,NA
"794","R_3EuJcePnPohZ0qA","List 3","Prolific","02-Jun-20",FALSE,0.00227272727272727,0,-0.293066670089994,TRUE,NA,"5c4ef5379a3f430001757afe","Male",-99,"21",14,NA,NA,NA,NA
"795","R_2P5mTUzJs8Q1mqp","List 3","Prolific","02-Jun-20",FALSE,0,0.215909090909091,0.521630076279891,FALSE,NA,"5eb1a905bf6e002bd25a5da9","Male",-99,"20",14,NA,NA,NA,NA
"796","R_1P60zIirUUxckb1","List 3","Prolific","02-Jun-20",FALSE,0,0.404545454545455,0.120163707058468,TRUE,NA,"5b2a62544778fd0001f33654","Female",-99,"30",13,NA,NA,NA,NA
"797","R_2ck1o37YknREJmR","List 3","Prolific","02-Jun-20",FALSE,0,0.284090909090909,0.785237617906254,FALSE,NA,"5eab26b032c5440eace87bc0","Male",-99,"43",15,NA,NA,NA,NA
"798","R_33yCNkPS6vyiFDT","List 3","Prolific","02-Jun-20",FALSE,0,0.330296127562642,0.825048190307313,FALSE,NA,"5eb8375e3699ac045c510ccc","Male",-99,"32",17,NA,NA,NA,NA
"799","R_1C3o8WT4rFFsIXX","List 3","Prolific","02-Jun-20",FALSE,0,0.181818181818182,0.689134579510084,FALSE,NA,"5eb282ad48b2e51d957e8f89","Male",-99,"18",14,NA,NA,NA,NA
"800","R_3hAQkUjctMqKGsp","List 3","Prolific","02-Jun-20",FALSE,0,0.220454545454545,0.740487373377618,FALSE,NA,"5ea85cf4ad1f760a537eadfe","Male",-99,"30",17,NA,NA,NA,NA
"801","R_1duymY1BQoxKvTI","List 3","Prolific","02-Jun-20",FALSE,0,0.284738041002278,0.888537172186273,FALSE,NA,"5d554dbc67d37200175a6105","Female",-99,"27",16,NA,NA,NA,NA
"802","R_12Q1X4zyejiidK2","List 3","Prolific","22-Jun-20",FALSE,0,0.00911161731207289,0.908564434494479,FALSE,NA,"5ea15a1e71dbf516f581287e","Female",-99,"21",17,NA,NA,NA,NA
"803","R_2wvsuQpDN0olYHw","List 3","Prolific","22-Jun-20",FALSE,0.0045662100456621,0.091324200913242,0.314304804251603,FALSE,NA,"5e9ffbdcaf81220009abc94f","Male",-99,"29",17,NA,NA,NA,NA
"804","R_2V8cjUy3luYWFKo","List 3","Prolific","22-Jun-20",FALSE,0,0.254545454545455,0.730953340872455,FALSE,NA,"5d28ec37d7d4940015e62beb","Male",-99,"31",19,NA,NA,NA,NA
"805","R_10xstiPQDxolsDQ","List 3","Prolific","22-Jun-20",FALSE,0,0.129840546697039,0.514924831520376,FALSE,NA,"5eb179d6d6fcb726f9275f97","Female",-99,"36",14,NA,NA,NA,NA
"806","R_2pS2yL2kiFTTdEm","List 3","Prolific","22-Jun-20",FALSE,0,0.513636363636364,0.443356970535978,FALSE,NA,"5d14f67aeccb8a0019bf7fdb","Male",-99,"39",16,NA,NA,NA,NA
"807","R_dmaLehHd60wYexr","List 3","Prolific","22-Jun-20",FALSE,0.00454545454545455,0.0818181818181818,0.545961409961165,FALSE,NA,"5e27350b928d3e94def42ff7","Male",-99,"19",14,NA,NA,NA,NA
"808","R_un1aZyR8Lhix8zv","List 3","Prolific","22-Jun-20",FALSE,0,0.143181818181818,0.473725360762396,FALSE,NA,"5ae1c385b0d05100015d0978","Female",-99,"59",16,NA,NA,NA,NA
"809","R_1C1JsA9B1rjHKKD","List 3","Prolific","22-Jun-20",FALSE,0,0.0204545454545455,0.604438716200912,FALSE,NA,"5e7b57561d6961144ea5c6ca","Male",-99,"30",17,NA,NA,NA,NA
"810","R_2WwLHXEaZ792AoN","List 3","Prolific","06-Jul-20",FALSE,0,0.289954337899543,0.797765438643997,FALSE,NA,"5ebab682ab162001c5457928","Female",-99,"55",15,NA,NA,NA,NA
"811","R_5ndpzjI5SJJSBCF","List 3","Prolific","06-Jul-20",FALSE,0,0.429223744292237,0.76860197306974,FALSE,NA,"5d7770d881f3690001dfbfba","Female",-99,"29",18,NA,NA,NA,NA
"812","R_10qHWyxO8aIdNMu","List 3","Prolific","06-Jul-20",FALSE,0,0.129545454545455,-0.301593357396806,TRUE,NA,"5e6d081f1814a42c9b4d23d7","Male",-99,"19",12,NA,NA,NA,NA
"813","R_2zTOjrakH6nZZet","List 3","Prolific","06-Jul-20",FALSE,0,0.0569476082004556,0.803605155469232,FALSE,NA,"5cd07e08db3fce00135afd9c","Male",-99,"22",18,NA,NA,NA,NA
"814","R_dhg27bO020zVb9L","List 3","Prolific","06-Jul-20",FALSE,0,0.228310502283105,0.574947648587178,FALSE,NA,"5de8689fa63c7b7e1d62be9b","Male",-99,"35",17,NA,NA,NA,NA
"815","R_3KjeELJoDYp98UF","List 4","Mturk","28-Jan-20",FALSE,0,0.0545454545454545,0.560350132218318,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"816","R_VPjeyEh4BDrGqKl","List 4","Mturk","28-Jan-20",FALSE,0,0.0340909090909091,-0.271973682993603,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"817","R_3PIgIHdoxpp3Q54","List 4","Mturk","28-Jan-20",FALSE,0,0,-0.0775502230982363,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"818","R_79ElOvR0O9zwaDT","List 4","Mturk","28-Jan-20",FALSE,0.00227272727272727,0.354545454545455,-0.0741394609045199,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"819","R_bswPEIKp9Ljl8o9","List 4","Mturk","28-Jan-20",FALSE,0.00454545454545455,0.00909090909090909,-0.252386797721154,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"820","R_12RbCk34jowiAB5","List 4","Mturk","28-Jan-20",FALSE,0.00909090909090909,0.143181818181818,-0.480644364985144,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"821","R_1mmSQPnsJFPLfLb","List 4","Mturk","28-Jan-20",FALSE,0,0.15,-0.5827536662427,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"822","R_cRX5GvczjVXmvbr","List 4","Mturk","28-Jan-20",FALSE,0.00454545454545455,0.00227272727272727,-0.32259349301451,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"823","R_1KqdbZXSwg9nF99","List 4","Mturk","28-Jan-20",FALSE,0,0.247727272727273,-0.445387501152465,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"824","R_6Ga9PJVXCIAF3R7","List 4","Mturk","28-Jan-20",FALSE,0,0.395454545454545,0.236955514960288,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"825","R_1FhbKSnKGWTJvJW","List 4","Mturk","28-Jan-20",FALSE,0,0.0159090909090909,0.85432738160539,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"826","R_2U0i8IPP1uKi0dj","List 4","Mturk","28-Jan-20",FALSE,0,0.00681818181818182,0.40085432962487,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"827","R_2rxab4eH9vTRRkJ","List 4","Mturk","28-Jan-20",FALSE,0,0.0113895216400911,-0.680774434730275,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"828","R_1pAmpbfmDNg78Hr","List 4","Mturk","28-Jan-20",FALSE,0.00227272727272727,0.113636363636364,-0.177907694522727,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"829","R_PLPLYuuD4WTzhiF","List 4","Mturk","28-Jan-20",FALSE,0,0.0204545454545455,0.234137487031485,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"830","R_1gI83GNTY9qIokJ","List 4","Mturk","28-Jan-20",FALSE,0.00227272727272727,0.0318181818181818,0.309721306399666,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"831","R_30162DxqqfNZ0oa","List 4","Mturk","28-Jan-20",FALSE,0,0.05,0.747335307051658,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"832","R_XRJt1Sd8GUxYfmx","List 4","Mturk","28-Jan-20",FALSE,0.00227272727272727,0.161363636363636,0.141468968318412,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"833","R_1hEfNTodD21lL6Y","List 4","Mturk","28-Jan-20",FALSE,0,0.0613636363636364,0.869669569981433,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"834","R_2uW1OPgcTousCRG","List 4","Mturk","28-Jan-20",FALSE,0.00227272727272727,0.202272727272727,0.292311912155246,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"835","R_Oa6TElsmuAGw2UF","List 4","Mturk","28-Jan-20",FALSE,0,0.0886363636363636,0.0497493012376643,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"836","R_AiGVgLSIMq7vzaN","List 4","Mturk","28-Jan-20",FALSE,0.00454545454545455,0.470454545454545,-0.104672225480784,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"837","R_2Eh4icgKLUnPwem","List 4","Mturk","28-Jan-20",FALSE,0,0,0.0969768176235942,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"838","R_pFqCns7B1rIuTyp","List 4","Mturk","28-Jan-20",FALSE,0.00454545454545455,0.0636363636363636,0.659496456674305,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"839","R_1pX4xAXkxUG9NrD","List 4","Mturk","28-Jan-20",FALSE,0,0.120454545454545,0.838392344615749,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"840","R_28ZnplkswD8srea","List 4","Mturk","28-Jan-20",FALSE,0,0.00909090909090909,-0.412493537802131,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"841","R_3rZekVnHgCK3Dqy","List 4","Mturk","28-Jan-20",FALSE,0,0.0250569476082005,-0.0762442094213787,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"842","R_8fcCzQMZY8KiK3v","List 4","Mturk","28-Jan-20",FALSE,0,0,0.228831583462167,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"843","R_1eyoHclsuUqzYBE","List 4","Mturk","28-Jan-20",FALSE,0,0.120454545454545,0.906721012606729,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"844","R_2Pb84eKjc8ih4wB","List 4","Mturk","28-Jan-20",FALSE,0,0.00454545454545455,0.199556572885194,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"845","R_W2HlZHi9Z3tikmt","List 4","Mturk","28-Jan-20",FALSE,0.00227272727272727,0.0545454545454545,-0.137763278461399,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"846","R_2RaX2tPNuYwlWy1","List 4","Mturk","28-Jan-20",FALSE,0,0,-0.104041054793821,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"847","R_3kCbM367OGz1kFh","List 4","Mturk","28-Jan-20",FALSE,0,0.0431818181818182,-0.456274023958331,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"848","R_SZXVVkgJGXC2tsR","List 4","Mturk","28-Jan-20",FALSE,0.00227272727272727,0.0227272727272727,-0.434717171348069,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"849","R_PNh8EOt195AAXWF","List 4","Mturk","28-Jan-20",FALSE,0.00681818181818182,0.393181818181818,0.44129801190349,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"850","R_2CJkbQOW65bghxm","List 4","Mturk","28-Jan-20",FALSE,0,0,0.687883972116063,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"851","R_2Tpg5tzfaSwDSeA","List 4","Mturk","28-Jan-20",FALSE,0,0.152272727272727,0.805136671194268,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"852","R_1jeQiHOwfQidgjq","List 4","Mturk","28-Jan-20",FALSE,0,0.168564920273349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"853","R_12EHL6s3f21IEUl","List 4","Mturk","28-Jan-20",FALSE,0,0.229545454545455,0.746691143716402,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"854","R_2eR4a5SBRge2tPY","List 4","Mturk","28-Jan-20",FALSE,0,0.261363636363636,0.187907304815363,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"855","R_2w0iEPuj3Dmpfci","List 4","Mturk","28-Jan-20",FALSE,0,0.0522727272727273,-0.0357831725562678,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"856","R_1IuSWfjgGSBeCbH","List 4","Mturk","28-Jan-20",FALSE,0,0.0250569476082005,0.816509445676054,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"857","R_pQzzAfMQ2zh1fFf","List 4","Mturk","28-Jan-20",FALSE,0,0.104545454545455,0.869436736446947,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"858","R_aWPWwbWsJGvUGiJ","List 4","Mturk","28-Jan-20",FALSE,0,0.0340909090909091,0.829443653577746,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"859","R_SZvGm6dDz4IWiid","List 4","Mturk","28-Jan-20",FALSE,0,0.163636363636364,0.832712754463976,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"860","R_1F5jGzG00aMmxMs","List 4","Mturk","28-Jan-20",FALSE,0,0.227272727272727,0.655677558731632,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"861","R_1nPzvSdRGUCgfIo","List 4","Mturk","28-Jan-20",FALSE,0,0.0136363636363636,0.418931693608456,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"862","R_1NtDZr7cswwAz0S","List 4","Mturk","28-Jan-20",FALSE,0,0.0477272727272727,-0.196018771854391,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"863","R_De5p2eWVwIzgsSJ","List 4","Mturk","28-Jan-20",FALSE,0.00227272727272727,0.0159090909090909,-0.654680358705938,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"864","R_3JzvFfxlW0Co4EO","List 4","Mturk","28-Jan-20",FALSE,0.00227272727272727,0.0454545454545455,0.736401106647782,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"865","R_3f3REO3UF8u7t4d","List 4","Mturk","28-Jan-20",FALSE,0,0,0.475164203113191,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"866","R_2Xapgm66KDxjp3G","List 4","Mturk","28-Jan-20",FALSE,0,0.0363636363636364,0.895178231730364,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"867","R_3dG2F8oKaLEQhnz","List 4","Mturk","28-Jan-20",FALSE,0,0.422727272727273,0.860938843671473,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"868","R_1Hnsg20p2f0QCDV","List 4","Mturk","28-Jan-20",FALSE,0,0,0.2929089875009,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"869","R_sCkqGnkSTGqgMFj","List 4","Mturk","28-Jan-20",TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"870","R_2WOPNFx0UFNWok8","List 4","Mturk","28-Jan-20",FALSE,0,0.025,-0.364440804435095,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"871","R_7agSK8kuKpsoVl7","List 4","Mturk","28-Jan-20",FALSE,0.00681818181818182,0.279545454545455,0.762226280892934,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"872","R_3KovlyIPSNZl189","List 4","Mturk","28-Jan-20",FALSE,0.00227272727272727,0.0136363636363636,-0.529537157030611,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"873","R_PzmXuVZkKm0cvzb","List 4","Mturk","28-Jan-20",FALSE,0,0,-0.109239428914249,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"874","R_3L6kmzv9rFaSBv8","List 4","Mturk","28-Jan-20",FALSE,0,0,0.0218106166824255,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"875","R_Dp2aBQ3LVTiywVz","List 4","Mturk","28-Jan-20",FALSE,0,0.295454545454545,0.704385453114658,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"876","R_1MSN3CczrePYBr7","List 4","Mturk","28-Jan-20",FALSE,0,0.00681818181818182,0.628335217935206,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"877","R_3MokG5CYl1KresM","List 4","Mturk","28-Jan-20",FALSE,0,0.0681818181818182,0.794878519470999,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"878","R_3ek2PVpZT0yu0eN","List 4","Mturk","28-Jan-20",FALSE,0,0.154545454545455,0.519125231233138,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"879","R_SPG90VCPdF5HaQ9","List 4","Mturk","28-Jan-20",FALSE,0.00454545454545455,0.0727272727272727,-0.567461280962235,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"880","R_3g6jl6i4AQBbmxL","List 4","Mturk","28-Jan-20",FALSE,0.00227272727272727,0.268181818181818,0.0501953914737195,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"881","R_9tsqq5iy1dod5HH","List 4","Mturk","28-Jan-20",FALSE,0,0.00227272727272727,-0.345868497011938,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"882","R_1kT7bhufxmMgWPq","List 4","Mturk","28-Jan-20",FALSE,0,0.202272727272727,0.953749193731104,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"883","R_2SvkkVgyngcOlM0","List 4","Mturk","28-Jan-20",FALSE,0,0.106818181818182,0.667311511104807,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"884","R_2f9SS6cPCDeTDCm","List 4","Mturk","28-Jan-20",FALSE,0,0.106818181818182,0.878437558119817,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"885","R_XYOuYcAAAo6JPLX","List 4","Mturk","28-Jan-20",FALSE,0.0113636363636364,0.511363636363636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"886","R_2xVSqjtIpb8AOVT","List 4","Mturk","28-Jan-20",FALSE,0,0.261363636363636,0.803218921301084,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"887","R_ez0tiI7FGWPFypz","List 4","Mturk","28-Jan-20",FALSE,0,0.122727272727273,0.736399089791372,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"888","R_8vxjwMEmGFjQwRr","List 4","Mturk","28-Jan-20",FALSE,0,0.0772727272727273,0.896932547129724,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"889","R_1nNoV5d5CDi1E0R","List 4","Mturk","28-Jan-20",FALSE,0,0.0954545454545455,0.902340765750323,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"890","R_12EAlIyH04nsxf5","List 4","Mturk","28-Jan-20",FALSE,0,0.104545454545455,0.703512490522993,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"891","R_1gd4zjTtLJn73NX","List 4","Mturk","28-Jan-20",FALSE,0.00227272727272727,0.113636363636364,0.894032032213439,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"892","R_3CCUPcZaoCFMY5I","List 4","Mturk","28-Jan-20",FALSE,0.0227272727272727,0.0136363636363636,0.642484291384809,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"893","R_2sYhKNHoBpyDZjk","List 4","Mturk","28-Jan-20",FALSE,0,0,-0.151553575428107,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"894","R_encrYIICBks1pex","List 4","Mturk","28-Jan-20",FALSE,0,0.1,-0.723033225009571,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"895","R_2ZIA2Z55w12Ukcl","List 4","Mturk","28-Jan-20",FALSE,0.00227272727272727,0.456818181818182,-0.44485915473843,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"896","R_20VxvsHI8ztyeJR","List 4","Mturk","28-Jan-20",FALSE,0,0,-0.407969655320239,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"897","R_2xSkHLGA3V3CGMd","List 4","Mturk","28-Jan-20",FALSE,0,0.190909090909091,0.605061885969088,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"898","R_2PtExWsdh16Da1h","List 4","Mturk","28-Jan-20",FALSE,0.00227272727272727,0.120454545454545,-0.0800149742559634,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"899","R_1Cyk1cdXE3bkIiR","List 4","Mturk","28-Jan-20",FALSE,0,0.0636363636363636,0.813814617086027,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"900","R_3315uFD3Nu66O50","List 4","Mturk","28-Jan-20",FALSE,0,0.161363636363636,0.652624572238252,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"901","R_3P4xxkAfhJbNZkq","List 4","Mturk","28-Jan-20",FALSE,0,0.0387243735763098,0.0698516225908516,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"902","R_Zwuv6CK82bCOGAh","List 4","Mturk","28-Jan-20",FALSE,0,0.0363636363636364,0.827838319849156,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"903","R_O0E9kTeaOi98Zod","List 4","Mturk","28-Jan-20",FALSE,0.00227272727272727,0.00227272727272727,-0.145143301319053,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"904","R_2CKhtdGht4Fz6zL","List 4","Mturk","28-Jan-20",FALSE,0,0.109339407744875,0.893230164809288,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"905","R_28ASpPS1Yq81l0y","List 4","Mturk","28-Jan-20",FALSE,0,0.190909090909091,0.628193554199098,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"906","R_2aztIwShAdvGTAY","List 4","Mturk","28-Jan-20",FALSE,0,0.0136363636363636,0.768950300453888,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"907","R_25Edtd7MVnEpv6T","List 4","Mturk","28-Jan-20",FALSE,0,0.0977272727272727,-0.911108452878961,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"908","R_3PFcJWV6Ffe4yw0","List 4","Mturk","28-Jan-20",FALSE,0,0.00909090909090909,0.633991768356307,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"909","R_2101jJ59umlOIPA","List 4","Mturk","28-Jan-20",FALSE,0,0.00681818181818182,-0.205947936237776,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"910","R_1rBtItMWGJxO0G6","List 4","Mturk","28-Jan-20",FALSE,0.00909090909090909,0.0113636363636364,0.598948058949114,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"911","R_2z8u9KNPUvAzHFn","List 4","Mturk","28-Jan-20",FALSE,0,0.00454545454545455,0.123481876648712,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"912","R_3qPzyG6US4zvd6c","List 4","Mturk","28-Jan-20",FALSE,0.00454545454545455,0.00681818181818182,-0.297950082289327,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"913","R_0DKkf9CrTVxXvvb","List 4","Mturk","28-Jan-20",FALSE,0,0.111363636363636,0.898381303979002,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"914","R_z8qn8q8dFXoqTa9","List 4","Mturk","28-Jan-20",FALSE,0.0204545454545455,0.511363636363636,-0.230143654474581,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"915","R_3j25VIrOk2Skdan","List 4","Mturk","28-Jan-20",FALSE,0,0.00909090909090909,-0.317299290231256,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"916","R_23WU4y7lG8rmnc3","List 4","Mturk","28-Jan-20",FALSE,0,0.0636363636363636,0.939483629188004,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"917","R_1N4C0Scfx8J7ms9","List 4","Mturk","28-Jan-20",FALSE,0,0,-0.126308168484508,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"918","R_DODeD8KHEgMssyl","List 4","Mturk","28-Jan-20",FALSE,0,0.0272727272727273,0.234326745968778,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
